Camera,Camera_folder,Species,DateTimeOriginal,Date,Sheep,Time,delta.time.secs,Directory,FileName,Classification,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
A03,A03_031517_053117,Bobcat,3/15/2017 20:13,3/15/17,N,20:13:29,0,Reviewed/A03_031517_053117/Bobcat,IMG_0001.JPG,Bobcat,TRUE,20H 13M 29S,20.22472222,0.842696759,5.294819896,4.945903888
A13,A13_060917_100417,Bobcat,10/2/2017 9:50,10/2/17,N,9:50:10,0,Reviewed/A13_060917_100417/Bobcat,IMG_0317.JPG,Bobcat,TRUE,9H 50M 10S,9.836111111,0.409837963,2.575087867,2.288191798
A13,A13_092916_022217,Bobcat,2/10/2017 10:30,2/10/17,N,10:30:23,0,Reviewed/A13_092916_022217/Bobcat,IMG_0094.JPG,Bobcat,FALSE,10H 30M 23S,10.50638889,0.437766204,2.750566179,2.56585358
A13,A13_100417_121217,Bobcat,11/27/2017 16:34,11/27/17,N,16:34:58,0,Reviewed/A13_100417_121217/Bobcat,IMG_0118.JPG,Bobcat,FALSE,16H 34M 58S,16.58277778,0.690949074,4.34136107,4.623829314
B02,B02_062516_081616,Bobcat,7/14/2016 9:48,7/14/16,N,9:48:02,0,Reviewed/B02_062516_081616/Bobcat,2016 07 14 09 48 02.jpg,Bobcat,TRUE,9H 48M 2S,9.800555556,0.408356481,2.565779445,2.390587037
B02,B02_092017_120717,Bobcat,10/21/2017 12:26,10/21/17,N,12:26:03,0,Reviewed/B02_092017_120717/Bobcat,IMG_2047.JPG,Bobcat,TRUE,12H 26M 3S,12.43416667,0.518090278,3.255257221,2.995601808
B02,B02_092017_120717,Bobcat,11/13/2017 18:19,11/13/17,N,18:19:56,2008371,Reviewed/B02_092017_120717/Bobcat,IMG_2785.JPG,Bobcat,FALSE,18H 19M 56S,18.33222222,0.763842593,4.799364555,5.01544235
B02,B02_092017_120717,Bobcat,11/30/2017 11:38,11/30/17,N,11:38:46,1444728,Reviewed/B02_092017_120717/Bobcat,IMG_2905.JPG,Bobcat,FALSE,11H 38M 46S,11.64611111,0.48525463,3.048944759,3.020637639
B02,B02_111716_031317,Bobcat,2/21/2017 9:00,2/21/17,N,9:00:49,0,Reviewed/B02_111716_031317/Bobcat,IMG_1075.JPG,Bobcat,FALSE,9H 0M 49S,9.013611111,0.37556713,2.359757871,2.166223182
B02,B02_111716_031317,Bobcat,3/2/2017 15:06,3/2/17,N,15:06:56,799565,Reviewed/B02_111716_031317/Bobcat,IMG_1198.JPG,Bobcat,FALSE,15H 6M 56S,15.11555556,0.629814815,3.957243191,3.887449082
B04,B04_092017_121317,Bobcat,11/9/2017 15:55,11/9/17,N,15:55:52,0,Reviewed/B04_092017_121317/Bobcat,IMG_4267.JPG,Bobcat,FALSE,15H 55M 52S,15.93111111,0.663796296,4.170755136,4.369226597
B04,B04_110516_031317,Bobcat,12/18/2016 18:53,12/18/16,N,18:53:51,0,Reviewed/B04_110516_031317/Bobcat,IMG_1663.JPG,Bobcat,FALSE,18H 53M 51S,18.8975,0.787395833,4.947353931,5.149382765
B04,B04_110516_031317,Bobcat,1/1/2017 9:42,1/1/17,N,9:42:44,1176532,Reviewed/B04_110516_031317/Bobcat,IMG_1969.JPG,Bobcat,FALSE,9H 42M 44S,9.712222222,0.404675926,2.542653832,2.295355389
B04,B04_110516_031317,Bobcat,1/13/2017 19:29,1/13/17,N,19:29:58,1072032,Reviewed/B04_110516_031317/Bobcat,IMG_2317.JPG,Bobcat,FALSE,19H 29M 58S,19.49944444,0.812476852,5.104942618,5.215855306
B04,B04_110516_031317,Bobcat,1/17/2017 18:39,1/17/17,N,18:39:20,342561,Reviewed/B04_110516_031317/Bobcat,IMG_2410.JPG,Bobcat,FALSE,18H 39M 20S,18.65555556,0.777314815,4.884013023,5.016673403
B04,B04_110516_031317,Bobcat,1/22/2017 22:33,1/22/17,N,22:33:34,446053,Reviewed/B04_110516_031317/Bobcat,IMG_2575.JPG,Bobcat,FALSE,22H 33M 34S,22.55944444,0.939976852,5.906048745,5.871068695
B06,B06_030817_053117,Bobcat,5/11/2017 17:43,5/11/17,N,17:43:21,0,Reviewed/B06_030817_053117/Bobcat,IMG_0169.JPG,Bobcat,TRUE,17H 43M 21S,17.7225,0.7384375,4.63973965,4.153265815
B06,B06_050516_072516,Bobcat,6/10/2016 14:14,6/10/16,N,14:14:36,0,Reviewed/B06_050516_072516/Bobcat,2016 06 10 14 14 36.jpg,Bobcat,TRUE,14H 14M 36S,14.24333333,0.593472222,3.728895947,3.362082973
B06,B06_050516_072516,Bobcat,7/18/2016 0:02,7/18/16,N,0:02:45,3232087,Reviewed/B06_050516_072516/Bobcat,2016 07 18 00 02 45.jpg,Bobcat,TRUE,2M 45S,0.045833333,0.001909722,0.011999139,5.863834062
B06,B06_053117_092017,Bobcat,9/5/2017 11:01,9/5/17,N,11:01:08,0,Reviewed/B06_053117_092017/Bobcat,IMG_0691.JPG,Bobcat,TRUE,11H 1M 8S,11.01888889,0.45912037,2.884738365,2.614332375
B06,B06_072516_120216,Bobcat,8/29/2016 2:12,8/29/16,N,2:12:56,0,Reviewed/B06_072516_120216/Bobcat,2016 08 29 02 12 56.jpg,Bobcat,TRUE,2H 12M 56S,2.215555556,0.092314815,0.580031088,0.290018884
B06,B06_072516_120216,Bobcat,9/3/2016 11:19,9/3/16,N,11:19:24,464786,Reviewed/B06_072516_120216/Bobcat,2016 09 03 11 19 24.jpg,Bobcat,TRUE,11H 19M 24S,11.32333333,0.471805556,2.964441735,2.688933575
B06,B06_072516_120216,Bobcat,9/17/2016 7:27,9/17/16,N,7:27:38,1195692,Reviewed/B06_072516_120216/Bobcat,2016 09 17 07 27 38.jpg,Bobcat,TRUE,7H 27M 38S,7.460555556,0.310856481,1.953168877,1.704817792
B06,B06_092017_120717,Bobcat,10/22/2017 17:24,10/22/17,N,17:24:40,0,Reviewed/B06_092017_120717/Bobcat,IMG_0445.JPG,Bobcat,TRUE,17H 24M 40S,17.41111111,0.725462963,4.55821823,4.430075332
B06,B06_120316_030817,Bobcat,12/4/2016 6:13,12/4/16,N,6:13:34,0,Reviewed/B06_120316_030817/Bobcat,IMG_0007.JPG,Bobcat,FALSE,6H 13M 34S,6.226111111,0.259421296,1.629992077,1.345573137
B06,B06_120316_030817,Bobcat,12/12/2016 5:12,12/12/16,N,5:12:03,687508,Reviewed/B06_120316_030817/Bobcat,IMG_0031.JPG,Bobcat,FALSE,5H 12M 3S,5.200833333,0.216701389,1.361574983,1.101407934
B06,B06_120316_030817,Bobcat,12/20/2016 15:02,12/20/16,N,15:02:39,726634,Reviewed/B06_120316_030817/Bobcat,IMG_0079.JPG,Bobcat,FALSE,15H 2M 39S,15.04416667,0.626840278,3.938553623,4.098673026
B10,B10_032316_060816,Bobcat,5/6/2016 17:20,5/6/16,N,17:20:57,0,Reviewed/B10_032316_060816/Bobcat,2016 05 06 17 20 57.jpg,Bobcat,TRUE,17H 20M 57S,17.34916667,0.722881944,4.542001212,4.080232515
B10,B10_061117_082717,Bobcat,8/15/2017 9:46,8/15/17,N,9:46:00,0,Reviewed/B10_061117_082717/Bobcat,IMG_0088.JPG,Bobcat,TRUE,8H 46M 0S,8.766666667,0.365277778,2.295107966,2.10650289
B10,B10_092916_022217,Bobcat,12/8/2016 2:20,12/8/16,N,2:20:43,0,Reviewed/B10_092916_022217/Bobcat,IMG_0202.JPG,Bobcat,FALSE,2H 20M 43S,2.345277778,0.097719907,0.613992286,0.492281996
B10,B10_092916_022217,Bobcat,12/8/2016 2:41,12/8/16,N,2:41:10,1226,Reviewed/B10_092916_022217/Bobcat,IMG_0205.JPG,Bobcat,FALSE,2H 41M 10S,2.686111111,0.111921296,0.703222244,0.566185491
B10,B10_092916_022217,Bobcat,12/13/2016 0:07,12/13/16,N,0:07:01,422749,Reviewed/B10_092916_022217/Bobcat,IMG_0208.JPG,Bobcat,FALSE,7M 1S,0.116944444,0.004872685,0.030615984,0.000647836
B10,B10_092916_022217,Bobcat,12/24/2016 12:55,12/24/16,N,12:55:37,996514,Reviewed/B10_092916_022217/Bobcat,IMG_0241.JPG,Bobcat,FALSE,12H 55M 37S,12.92694444,0.538622685,3.384266142,3.381958951
B10,B10_092916_022217,Bobcat,1/16/2017 7:17,1/16/17,N,7:17:16,1966897,Reviewed/B10_092916_022217/Bobcat,IMG_0292.JPG,Bobcat,FALSE,7H 17M 16S,7.287777778,0.303657407,1.907935761,1.527218497
B10,B10_092916_022217,Bobcat,1/27/2017 7:01,1/27/17,N,7:01:35,949458,Reviewed/B10_092916_022217/Bobcat,IMG_0310.JPG,Bobcat,FALSE,7H 1M 35S,7.026388889,0.292766204,1.83950431,1.491721154
B10,B10_092916_022217,Bobcat,1/29/2017 5:19,1/29/17,N,5:19:34,166677,Reviewed/B10_092916_022217/Bobcat,IMG_0316.JPG,Bobcat,FALSE,5H 19M 34S,5.326111111,0.221921296,1.394372628,1.111452243
B12,B12_092916_022217,Bobcat,1/5/2017 0:09,1/5/17,N,0:09:41,0,Reviewed/B12_092916_022217/Bobcat,IMG_0559.JPG,Bobcat,FALSE,9M 41S,0.161388889,0.006724537,0.042251512,6.25282978
B12,B12_092916_022217,Bobcat,1/6/2017 3:42,1/6/17,N,3:42:59,99197,Reviewed/B12_092916_022217/Bobcat,IMG_0568.JPG,Bobcat,FALSE,3H 42M 59S,3.716388889,0.154849537,0.972948336,0.741856476
B14,B14_053117_101617,Bobcat,10/15/2017 23:45,10/15/17,N,23:45:31,0,Reviewed/B14_053117_101617/Bobcat,IMG_6811.JPG,Bobcat,TRUE,23H 45M 31S,23.75861111,0.98994213,6.219989844,5.988418568
B14,B14_071916_120316,Bobcat,11/15/2016 17:35,11/15/16,N,17:35:35,0,Reviewed/B14_071916_120316/Bobcat,2016 11 15 17 35 35.jpg,Bobcat,FALSE,17H 35M 35S,17.59305556,0.733043981,4.605851174,4.854130838
B14,B14_071916_120316,Bobcat,11/16/2016 8:33,11/16/16,N,8:33:18,53861,Reviewed/B14_071916_120316/Bobcat,2016 11 16 08 33 18.jpg,Bobcat,FALSE,8H 33M 18S,8.555,0.356458333,2.239693763,2.075006262
B14,B14_120316_030917,Bobcat,2/10/2017 18:26,2/10/17,N,18:26:30,0,Reviewed/B14_120316_030917/Bobcat,IMG_0376.JPG,Bobcat,FALSE,18H 26M 30S,18.44166667,0.768402778,4.828017043,4.876561513
C03,C03_021817_060917,Bobcat,2/22/2017 13:08,2/22/17,N,13:08:10,0,Reviewed/C03_021817_060917/Bobcat,IMG_0013.JPG,Bobcat,FALSE,13H 8M 10S,13.13611111,0.547337963,3.439025847,3.341124336
C03,C03_021817_060917,Bobcat,5/16/2017 12:21,5/16/17,N,12:21:58,7168425,Reviewed/C03_021817_060917/Bobcat,IMG_0559.JPG,Bobcat,TRUE,12H 21M 58S,12.36611111,0.51525463,3.237440318,2.970140733
C03,C03_040316_061116,Bobcat,5/11/2016 7:00,5/11/16,N,7:00:10,0,Reviewed/C03_040316_061116/Bobcat,2016 05 11 07 00 10.jpg,Bobcat,TRUE,7H 0M 10S,7.002777778,0.291782407,1.833322935,1.782556409
C03,C03_040316_061116,Bobcat,5/24/2016 6:33,5/24/16,N,6:33:23,1121591,Reviewed/C03_040316_061116/Bobcat,2016 05 24 06 33 23.jpg,Bobcat,TRUE,6H 33M 23S,6.556388889,0.27318287,1.716458597,1.718414503
C03,C03_060917_092017,Bobcat,9/8/2017 13:19,9/8/17,N,13:19:40,0,Reviewed/C03_060917_092017/Bobcat,IMG_7138.JPG,Bobcat,TRUE,13H 19M 40S,13.32777778,0.555324074,3.489204063,3.183465822
C03,C03_092017_121417,Bobcat,9/24/2017 11:12,9/24/17,N,11:12:15,0,Reviewed/C03_092017_121417/Bobcat,IMG_0352.JPG,Bobcat,TRUE,11H 12M 15S,11.20416667,0.466840278,2.933243974,2.656898735
C03,C03_092017_121417,Bobcat,9/27/2017 14:46,9/27/17,N,14:46:12,272035,Reviewed/C03_092017_121417/Bobcat,IMG_0544.JPG,Bobcat,TRUE,14H 46M 12S,14.77,0.615416667,3.866776958,3.595302519
C03,C03_092017_121417,Bobcat,10/30/2017 6:19,10/30/17,N,6:19:47,2820808,Reviewed/C03_092017_121417/Bobcat,IMG_2296.JPG,Bobcat,TRUE,6H 19M 47S,6.329722222,0.263738426,1.657117403,1.265756703
C03,C03_092017_121417,Bobcat,11/18/2017 10:51,11/18/17,N,10:51:52,1657920,Reviewed/C03_092017_121417/Bobcat,IMG_2692.JPG,Bobcat,FALSE,10H 51M 52S,10.86444444,0.452685185,2.844304904,2.796710617
C03,C03_092017_121417,Bobcat,11/23/2017 11:32,11/23/17,N,11:32:02,434408,Reviewed/C03_092017_121417/Bobcat,IMG_2758.JPG,Bobcat,FALSE,11H 32M 2S,11.53388889,0.480578704,3.01956505,2.99927972
C03,C03_092916_021817,Bobcat,11/22/2016 10:39,11/22/16,N,10:39:15,0,Reviewed/C03_092916_021817/Bobcat,IMG_0502.JPG,Bobcat,FALSE,10H 39M 15S,10.65416667,0.443923611,2.789254311,2.719600227
C03,C03_092916_021817,Bobcat,11/24/2016 4:55,11/24/16,N,4:55:32,152175,Reviewed/C03_092916_021817/Bobcat,IMG_0511.JPG,Bobcat,FALSE,4H 55M 32S,4.925555556,0.205231481,1.289507429,1.091578899
C03,C03_092916_021817,Bobcat,1/14/2017 6:24,1/14/17,N,6:24:13,4411719,Reviewed/C03_092916_021817/Bobcat,IMG_0697.JPG,Bobcat,FALSE,6H 24M 13S,6.403611111,0.26681713,1.676461469,1.329966959
C03,C03_092916_021817,Bobcat,2/13/2017 18:09,2/13/17,N,18:09:30,2634316,Reviewed/C03_092916_021817/Bobcat,IMG_0823.JPG,Bobcat,FALSE,18H 9M 30S,18.15833333,0.756597222,4.75384055,4.797558055
C05,C05_101617_120417,Bobcat,11/13/2017 15:12,11/13/17,N,15:12:46,0,Reviewed/C05_101617_120417/Bobcat,IMG_0034.JPG,Bobcat,FALSE,15H 12M 46S,15.21277778,0.633865741,3.982695909,4.159205492
C05,C05_112416_031317,Bobcat,12/13/2016 17:59,12/13/16,N,17:59:15,0,Reviewed/C05_112416_031317/Bobcat,IMG_0037.JPG,Bobcat,FALSE,17H 59M 15S,17.9875,0.749479167,4.709116488,4.959542082
C07,C07_062516_120216,Bobcat,7/21/2016 15:35,7/21/16,N,15:35:26,0,Reviewed/C07_062516_120216/Bobcat,2016 07 21 15 35 26.jpg,Bobcat,TRUE,15H 35M 26S,15.59055556,0.649606481,4.0815979,3.636628952
C07,C07_120216_030817,Bobcat,12/26/2016 7:26,12/26/16,N,7:26:35,0,Reviewed/C07_120216_030817/Bobcat,IMG_0103.JPG,Bobcat,FALSE,7H 26M 35S,7.443055556,0.310127315,1.948587388,1.558602871
C09,C09_090717_120817,Bobcat,10/21/2017 8:09,10/21/17,N,8:09:54,0,Reviewed/C09_090717_120817/Bobcat,IMG_0202.JPG,Bobcat,TRUE,8H 9M 54S,8.165,0.340208333,2.137592001,1.769741834
C09,C09_120316_031517,Bobcat,3/7/2017 17:59,3/7/17,N,17:59:59,0,Reviewed/C09_120316_031517/Bobcat,IMG_0223.JPG,Bobcat,FALSE,17H 59M 59S,17.99972222,0.749988426,4.712316258,4.659803168
C11,C11_040216_072016,Bobcat,7/3/2016 9:23,7/3/16,N,9:23:00,0,Reviewed/C11_040216_072016/Bobcat,2016 07 03 09 23 00.jpg,Bobcat,TRUE,8H 23M 0S,8.383333333,0.349305556,2.194751534,2.10499106
C11,C11_040216_072016,Bobcat,7/11/2016 5:13,7/11/16,N,5:13:54,676252,Reviewed/C11_040216_072016/Bobcat,2016 07 11 05 13 54.jpg,Bobcat,TRUE,5H 13M 54S,5.231666667,0.217986111,1.369647131,1.330195457
C11,C11_040216_072016,Bobcat,7/15/2016 8:51,7/15/16,N,8:51:12,358637,Reviewed/C11_040216_072016/Bobcat,2016 07 15 08 51 12.jpg,Bobcat,TRUE,8H 51M 12S,8.853333333,0.368888889,2.317797247,2.185656803
C11,C11_060917_101617,Bobcat,6/11/2017 4:11,6/11/17,Y,4:11:19,0,Reviewed/C11_060917_101617/Bobcat,IMG_0032.JPG,Bobcat,TRUE,4H 11M 19S,4.188611111,0.174525463,1.096575825,1.027097775
C15,C15_022617_060617,Bobcat,3/3/2017 16:51,3/3/17,Y,16:51:07,0,Reviewed/C15_022617_060617/Bobcat,IMG_0010.JPG,Bobcat,FALSE,16H 51M 7S,16.85194444,0.702164352,4.411828739,4.362680267
C15,C15_022617_060617,Bobcat,3/15/2017 14:49,3/15/17,Y,14:49:51,1029457,Reviewed/C15_022617_060617/Bobcat,IMG_0124.JPG,Bobcat,TRUE,14H 49M 51S,14.83083333,0.617951389,3.882703087,3.529427524
C15,C15_060617_100617,Bobcat,8/3/2017 6:06,8/3/17,N,6:06:32,0,Reviewed/C15_060617_100617/Bobcat,IMG_0211.JPG,Bobcat,TRUE,6H 6M 32S,6.108888889,0.254537037,1.599303371,1.525068259
C15,C15_060617_100617,Bobcat,9/13/2017 9:40,9/13/17,N,9:40:42,3554655,Reviewed/C15_060617_100617/Bobcat,IMG_0424.JPG,Bobcat,TRUE,9H 40M 42S,9.678333333,0.403263889,2.533781742,2.275509158
C15,C15_071916_120216,Bobcat,10/17/2016 9:43,10/17/16,N,9:43:52,0,Reviewed/C15_071916_120216/Bobcat,2016 10 17 09 43 52.jpg,Bobcat,TRUE,9H 43M 52S,9.731111111,0.405462963,2.547598931,2.228855668
C15,C15_071916_120216,Bobcat,11/3/2016 13:55,11/3/16,N,13:55:45,1483911,Reviewed/C15_071916_120216/Bobcat,2016 11 03 13 55 45.jpg,Bobcat,TRUE,13H 55M 45S,13.92916667,0.580381944,3.646647306,3.443371555
C15,C15_071916_120216,Bobcat,11/5/2016 14:52,11/5/16,N,14:52:48,176221,Reviewed/C15_071916_120216/Bobcat,2016 11 05 14 52 48.jpg,Bobcat,TRUE,14H 52M 48S,14.88,0.62,3.89557489,3.733379355
C15,C15_071916_120216,Bobcat,11/28/2016 15:36,11/28/16,N,15:36:32,1989820,Reviewed/C15_071916_120216/Bobcat,2016 11 28 15 36 32.jpg,Bobcat,FALSE,15H 36M 32S,15.60888889,0.65037037,4.086397555,4.309842697
C15,C15_100617_120617,Bobcat,10/16/2017 4:55,10/16/17,N,4:55:14,0,Reviewed/C15_100617_120617/Bobcat,IMG_0058.JPG,Bobcat,TRUE,4H 55M 14S,4.920555556,0.205023148,1.288198432,0.968227457
C15,C15_100617_120617,Bobcat,10/30/2017 19:54,10/30/17,N,19:54:33,1263557,Reviewed/C15_100617_120617/Bobcat,IMG_0283.JPG,Bobcat,TRUE,19H 54M 33S,19.90916667,0.829548611,5.212207645,5.107306338
C15,C15_100617_120617,Bobcat,11/12/2017 12:13,11/12/17,Y,12:13:07,1095513,Reviewed/C15_100617_120617/Bobcat,IMG_0319.JPG,Bobcat,FALSE,12H 13M 7S,12.21861111,0.509108796,3.198824909,3.228525268
C15,C15_100617_120617,Bobcat,11/14/2017 16:20,11/14/17,Y,16:20:18,187629,Reviewed/C15_100617_120617/Bobcat,IMG_0322.JPG,Bobcat,FALSE,16H 20M 18S,16.33833333,0.680763889,4.277365664,4.512704182
C15,C15_120216_022317,Bobcat,12/3/2016 10:44,12/3/16,Y,10:44:03,0,Reviewed/C15_120216_022317/Bobcat,IMG_0016.JPG,Bobcat,FALSE,10H 44M 3S,10.73416667,0.447256944,2.810198262,2.714057969
C15,C15_120216_022317,Bobcat,12/7/2016 8:01,12/7/16,Y,8:01:47,335862,Reviewed/C15_120216_022317/Bobcat,IMG_0082.JPG,Bobcat,FALSE,8H 1M 47S,8.029722222,0.334571759,2.102176362,1.809806787
C15,C15_120216_022317,Bobcat,12/22/2016 21:29,12/22/16,Y,21:29:11,1344250,Reviewed/C15_120216_022317/Bobcat,IMG_1573.JPG,Bobcat,FALSE,21H 29M 11S,21.48638889,0.895266204,5.625123457,5.700590369
C15,C15_120216_022317,Bobcat,2/4/2017 11:35,2/4/17,Y,11:35:58,3766005,Reviewed/C15_120216_022317/Bobcat,IMG_2800.JPG,Bobcat,FALSE,11H 35M 58S,11.59944444,0.483310185,3.036727454,2.886214209
C17,C17_120216_030917,Bobcat,12/30/2016 11:22,12/30/16,Y,11:22:53,0,Reviewed/C17_120216_030917/Bobcat,IMG_0094.JPG,Bobcat,FALSE,11H 22M 53S,11.38138889,0.474224537,2.979640643,2.852137896
C17,C17_120216_030917,Bobcat,2/26/2017 14:36,2/26/17,N,14:36:57,5022842,Reviewed/C17_120216_030917/Bobcat,IMG_0211.JPG,Bobcat,FALSE,14H 36M 57S,14.61583333,0.608993056,3.826416219,3.755128758
D04,D04_061116_111716,Bobcat,10/12/2016 0:44,10/12/16,N,0:44:47,0,Reviewed/D04_061116_111716/Bobcat,2016 10 12 00 44 47.jpg,Bobcat,TRUE,44M 47S,0.746388889,0.031099537,0.195404154,6.2274409
D04,D04_061116_111716,Bobcat,11/1/2016 16:57,11/1/16,N,16:57:56,1786388,Reviewed/D04_061116_111716/Bobcat,2016 11 01 16 57 56.jpg,Bobcat,TRUE,16H 57M 56S,16.96555556,0.706898148,4.441572058,4.349038647
D04,D04_111716_031417,Bobcat,3/12/2017 14:36,3/12/17,N,14:36:02,0,Reviewed/D04_111716_031417/Bobcat,IMG_0268.JPG,Bobcat,FALSE,14H 36M 2S,14.60055556,0.608356481,3.822416506,3.734572177
D06,D06_030817_060617,Bobcat,3/13/2017 21:11,3/13/17,N,21:11:10,0,Reviewed/D06_030817_060617/Bobcat,IMG_0034.JPG,Bobcat,TRUE,21H 11M 10S,21.18611111,0.88275463,5.546510919,5.201666574
D06,D06_062716_120216,Bobcat,8/30/2016 4:43,8/30/16,N,4:43:04,0,Reviewed/D06_062716_120216/Bobcat,2016 08 30 04 43 04.jpg,Bobcat,TRUE,4H 43M 4S,4.717777778,0.196574074,1.235111334,1.010468473
D06,D06_120216_030817,Bobcat,2/14/2017 9:37,2/14/17,N,9:37:33,0,Reviewed/D06_120216_030817/Bobcat,IMG_0721.JPG,Bobcat,FALSE,9H 37M 33S,9.625833333,0.401076389,2.520037274,2.316973734
D06,D06_120216_030817,Bobcat,2/14/2017 20:53,2/14/17,N,20:53:14,40502,Reviewed/D06_120216_030817/Bobcat,IMG_0730.JPG,Bobcat,FALSE,20H 53M 14S,20.88722222,0.870300926,5.468261991,5.439986097
D06,D06_120216_030817,Bobcat,2/21/2017 13:34,2/21/17,N,13:34:35,578479,Reviewed/D06_120216_030817/Bobcat,IMG_0745.JPG,Bobcat,FALSE,13H 34M 35S,13.57638889,0.56568287,3.5542903,3.46673814
D08,D08_091917_120817,Bobcat,11/9/2017 17:53,11/9/17,N,17:53:31,0,Reviewed/D08_091917_120817/Bobcat,IMG_0598.JPG,Bobcat,FALSE,17H 53M 31S,17.89194444,0.745497685,4.684100102,4.90476836
D12,D12_040216_072016,Bobcat,7/18/2016 6:44,7/18/16,N,6:44:30,0,Reviewed/D12_040216_072016/Bobcat,2016 07 18 06 44 30.jpg,Bobcat,TRUE,6H 44M 30S,6.741666667,0.280902778,1.764964206,1.724507499
D12,D12_072016_110516,Bobcat,8/11/2016 0:41,8/11/16,N,0:41:56,0,Reviewed/D12_072016_110516/Bobcat,2016 08 11 00 41 56.jpg,Bobcat,TRUE,41M 56S,0.698888889,0.02912037,0.182968683,6.102509726
D12,D12_072016_110516,Bobcat,11/1/2016 19:12,11/1/16,N,19:12:08,7151411,Reviewed/D12_072016_110516/Bobcat,2016 11 01 19 12 01.jpg,Bobcat,TRUE,19H 12M 8S,19.20222222,0.800092593,5.027130022,4.950199325
D12,D12_110516_031617,Bobcat,11/9/2016 22:05,11/9/16,N,22:05:56,0,Reviewed/D12_110516_031617/Bobcat,IMG_0022.JPG,Bobcat,FALSE,22H 5M 56S,22.09888889,0.920787037,5.785475582,5.864967238
D12,D12_110516_031617,Bobcat,2/1/2017 21:50,2/1/17,N,21:50:49,7256691,Reviewed/D12_110516_031617/Bobcat,IMG_0229.JPG,Bobcat,FALSE,21H 50M 49S,21.84694444,0.910289352,5.719516681,5.691035243
D14,D14_031617_062617,Bobcat,5/23/2017 7:01,5/23/17,N,7:01:43,0,Reviewed/D14_031617_062617/Bobcat,IMG_0118.JPG,Bobcat,TRUE,7H 1M 43S,7.028611111,0.292858796,1.840086086,1.817886058
D14,D14_031617_062617,Bobcat,5/28/2017 11:55,5/28/17,N,11:55:32,449627,Reviewed/D14_031617_062617/Bobcat,IMG_0133.JPG,Bobcat,TRUE,11H 55M 32S,11.92555556,0.496898148,3.122103144,2.876034265
D14,D14_031617_062617,Bobcat,6/20/2017 22:51,6/20/17,Y,22:51:12,2026539,Reviewed/D14_031617_062617/Bobcat,IMG_0172.JPG,Bobcat,TRUE,22H 51M 12S,22.85333333,0.952222222,5.982988676,5.460599139
D14,D14_060816_120416,Bobcat,8/4/2016 12:14,8/4/16,N,12:14:29,0,Reviewed/D14_060816_120416/Bobcat,2016 08 04 12 14 29.jpg,Bobcat,TRUE,12H 14M 29S,12.24138889,0.51005787,3.204788117,2.904849944
D14,D14_060816_120416,Bobcat,9/7/2016 8:24,9/7/16,N,8:24:20,2923789,Reviewed/D14_060816_120416/Bobcat,2016 09 07 08 24 20.jpg,Bobcat,TRUE,8H 24M 20S,8.405555556,0.350231481,2.200569299,1.970006759
D14,D14_060816_120416,Bobcat,10/5/2016 10:12,10/5/16,N,10:12:15,2425673,Reviewed/D14_060816_120416/Bobcat,2016 10 05 10 12 15.jpg,Bobcat,TRUE,10H 12M 15S,10.20416667,0.425173611,2.671444586,2.382502659
D14,D14_060816_120416,Bobcat,10/12/2016 6:06,10/12/16,N,6:06:28,590051,Reviewed/D14_060816_120416/Bobcat,2016 10 12 06 06 28.jpg,Bobcat,TRUE,6H 6M 28S,6.107777778,0.254490741,1.599012483,1.26999597
D14,D14_060816_120416,Bobcat,10/15/2016 12:59,10/15/16,N,12:59:32,283981,Reviewed/D14_060816_120416/Bobcat,2016 10 15 12 59 32.jpg,Bobcat,TRUE,12H 59M 32S,12.99222222,0.541342593,3.401355824,3.150546423
D14,D14_060816_120416,Bobcat,11/9/2016 3:24,11/9/16,N,3:24:40,2125506,Reviewed/D14_060816_120416/Bobcat,2016 11 09 03 24 40.jpg,Bobcat,FALSE,3H 24M 40S,3.411111111,0.14212963,0.893026801,0.793335191
D14,D14_062617_100917,Bobcat,8/11/2017 6:57,8/11/17,N,6:57:18,0,Reviewed/D14_062617_100917/Bobcat,IMG_0319.JPG,Bobcat,TRUE,6H 57M 18S,6.955,0.289791667,1.820814742,1.702910323
D16,D16_071916_120216,Bobcat,10/1/2016 17:19,10/1/16,N,17:19:15,0,Reviewed/D16_071916_120216/Bobcat,2016 10 01 17 19 15.jpg,Bobcat,TRUE,17H 19M 15S,17.32083333,0.721701389,4.534583563,4.290279636
D16,D16_120416_030817,Bobcat,1/29/2017 15:08,1/29/17,N,15:08:59,0,Reviewed/D16_120416_030817/Bobcat,IMG_0247.JPG,Bobcat,FALSE,15H 8M 59S,15.14972222,0.631238426,3.966188003,3.98291227
E05,E05_040316_061116,Bobcat,4/24/2016 5:38,4/24/16,N,5:38:03,0,Reviewed/E05_040316_061116/Bobcat,2016 04 24 05 38 03.jpg,Bobcat,TRUE,5H 38M 3S,5.634166667,0.234756944,1.475021384,1.347474893
E05,E05_092117_120817,Bobcat,10/27/2017 8:22,10/27/17,N,8:22:03,0,Reviewed/E05_092117_120817/Bobcat,IMG_0529.JPG,Bobcat,TRUE,8H 22M 3S,8.3675,0.348645833,2.190606377,1.802564264
