Camera,Camera_folder,Species,DateTimeOriginal,Date,Sheep,Time,delta.time.secs,Directory,FileName,Classification,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
A03,A03_031819_062519,Bobcat,4/1/2019 21:15,4/1/19,N,21:15:20,0,Reviewed Phase 3/A03_031819_062519/Bobcat,IMG_0055.JPG,Bobcat,TRUE,21H 15M 20S,21.25555556,0.885648148,5.564691432,5.17106597
A03,A03_090919_121919,Bobcat,10/30/2019 22:45,10/30/19,N,22:45:52,0,Reviewed Phase 3/A03_090919_121919/Bobcat,IMG_0358.JPG,Bobcat,TRUE,22H 45M 52S,22.76444444,0.948518519,5.959717619,5.775558944
B02,B02_121718_032919,Bobcat,1/4/2019 14:35,1/4/19,N,14:35:04,0,Reviewed Phase 3/B02_121718_032919/Bobcat,IMG_0265.JPG,Bobcat,FALSE,14H 35M 4S,14.58444444,0.607685185,3.818198627,3.898098557
B04,B04_031819_061719,Bobcat,4/17/2019 16:29,4/17/19,N,16:29:22,0,Reviewed Phase 3/B04_031819_061719/Bobcat,IMG_0883.JPG,Bobcat,TRUE,16H 29M 22S,16.48944444,0.687060185,4.316926461,3.917444424
B04,B04_061719_090919,Bobcat,8/11/2019 5:48,8/11/19,N,5:48:57,0,Reviewed Phase 3/B04_061719_090919/Bobcat,IMG_0283.JPG,Bobcat,TRUE,5H 48M 57S,5.815833,0.2423264,1.522582,1.400555
B08,B08_031819_061719,Bobcat,4/22/2019 11:59,4/22/19,N,11:59:34,0,Reviewed Phase 3/B08_031819_061719/Bobcat,IMG_0034.JPG,Bobcat,TRUE,11H 59M 34S,11.99278,0.4996991,3.139702,2.864071
B10,B10_031819_061719,Bobcat,4/9/2019 17:28,4/9/19,N,17:28:48,0,Reviewed Phase 3/B10_031819_061719/Bobcat,IMG_0013.JPG,Bobcat,TRUE,17H 28M 48S,17.48,0.7283333,4.576253,4.168559
B10,B10_031819_061719,Bobcat,4/13/2019 17:07,4/13/19,N,17:07:15,344305,Reviewed Phase 3/B10_031819_061719/Bobcat,IMG_0019.JPG,Bobcat,TRUE,17H 7M 15S,17.12083,0.7133681,4.482224,4.074058
B12,B12_032119_070219,Bobcat,6/16/2019 6:38,6/16/19,N,6:38:06,0,Reviewed Phase 3/B12_032119_070219/Bobcat,IMG_1216.JPG,Bobcat,TRUE,6H 38M 6S,6.635,0.2764583,1.737039,1.753402
B12,B12_032119_070219,Bobcat,6/17/2019 1:23,6/17/19,N,1:23:36,67528,Reviewed Phase 3/B12_032119_070219/Bobcat,IMG_1222.JPG,Bobcat,TRUE,1H 23M 36S,1.393333,0.05805556,0.3647738,0.05929947
B12,B12_032119_070219,Bobcat,6/27/2019 8:47,6/27/19,N,8:47:08,890611,Reviewed Phase 3/B12_032119_070219/Bobcat,IMG_1261.JPG,Bobcat,TRUE,8H 47M 8S,8.785556,0.3660648,2.300053,2.198466
B12,B12_091619_122019,Bobcat,11/17/2019 19:23,11/17/19,Y,19:23:13,0,Reviewed Phase 3/B12_091619_122019/Bobcat,IMG_0325.JPG,Bobcat,FALSE,19H 23M 13S,19.38694,0.8077894,5.07549,5.259501
B12,B12_121118_032119,Bobcat,3/18/2019 7:28,3/18/19,N,7:28:24,0,Reviewed Phase 3/B12_121118_032119/Bobcat,IMG_0784.JPG,Bobcat,TRUE,7H 28M 24S,7.473333,0.3113889,1.956514,1.611252
B14,B14_090719_121819,Bobcat,9/24/2019 9:55,9/24/19,N,9:55:58,0,Reviewed Phase 3/B14_090719_121819/Bobcat,IMG_2005.JPG,Bobcat,TRUE,9H 55M 58S,9.932778,0.4138657,2.600395,2.326237
B14,B14_090719_121819,Bobcat,9/24/2019 18:29,9/24/19,N,18:29:13,30793,Reviewed Phase 3/B14_090719_121819/Bobcat,IMG_2008.JPG,Bobcat,TRUE,18H 29M 13S,18.48694,0.7702894,4.839871,4.551575
C03,C03_032819_060419,Bobcat,4/11/2019 2:50,4/11/19,N,2:50:17,0,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0094.JPG,Bobcat,TRUE,2H 50M 17S,2.838056,0.1182523,0.7430012,0.4625515
C03,C03_032819_060419,Bobcat,4/12/2019 16:23,4/12/19,N,16:23:26,135187,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0109.JPG,Bobcat,TRUE,16H 23M 26S,16.39056,0.6829398,4.291037,3.900871
C03,C03_032819_060419,Bobcat,4/23/2019 10:35,4/23/19,N,10:35:09,929498,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0172.JPG,Bobcat,TRUE,10H 35M 9S,10.58583,0.4410764,2.771365,2.53922
C03,C03_032819_060419,Bobcat,4/27/2019 12:02,4/27/19,N,12:02:46,350855,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0031.JPG,Bobcat,TRUE,12H 2M 46S,12.04611,0.5019213,3.153665,2.883507
C03,C03_032819_060419,Bobcat,4/30/2019 11:10,4/30/19,N,11:10:17,256046,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0046.JPG,Bobcat,TRUE,11H 10M 17S,11.17139,0.4654745,2.924663,2.688154
C03,C03_032819_060419,Bobcat,4/30/2019 11:29,4/30/19,N,11:29:23,1144,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0049.JPG,Bobcat,TRUE,11H 29M 23S,11.48972,0.4787384,3.008002,2.76059
C03,C03_032819_060419,Bobcat,5/2/2019 14:29,5/2/19,N,14:29:01,183576,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0085.JPG,Bobcat,TRUE,14H 29M 1S,14.48361,0.6034838,3.791801,3.441171
C03,C03_032819_060419,Bobcat,5/4/2019 14:57,5/4/19,N,14:57:45,174518,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0151.JPG,Bobcat,TRUE,14H 57M 45S,14.9625,0.6234375,3.917173,3.548258
C03,C03_032819_060419,Bobcat,5/9/2019 13:42,5/9/19,N,13:42:15,427465,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0232.JPG,Bobcat,TRUE,13H 42M 15S,13.70417,0.5710069,3.587742,3.264681
C03,C03_032819_060419,Bobcat,5/9/2019 20:34,5/9/19,N,20:34:41,24744,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0244.JPG,Bobcat,TRUE,20H 34M 41S,20.57806,0.857419,5.387322,4.829064
C03,C03_032819_060419,Bobcat,5/13/2019 4:30,5/13/19,N,4:30:56,287773,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0268.JPG,Bobcat,TRUE,4H 30M 56S,4.515556,0.1881481,1.18217,1.084571
C03,C03_032819_060419,Bobcat,5/17/2019 15:08,5/17/19,N,15:08:57,383879,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0316.JPG,Bobcat,TRUE,15H 8M 57S,15.14917,0.6312153,3.966043,3.578775
C03,C03_032819_060419,Bobcat,5/23/2019 7:49,5/23/19,N,7:49:50,492046,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0364.JPG,Bobcat,TRUE,7H 49M 50S,7.830556,0.3262731,2.050035,1.990329
C03,C03_032819_060419,Bobcat,5/25/2019 7:57,5/25/19,N,7:57:15,173242,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0373.JPG,Bobcat,TRUE,7H 57M 15S,7.954167,0.3314236,2.082396,2.020164
C03,C03_032819_060419,Bobcat,5/27/2019 1:18,5/27/19,N,1:18:43,148883,Reviewed Phase 3/C03_032819_060419/Bobcat,IMG_0391.JPG,Bobcat,TRUE,1H 18M 43S,1.311944,0.05466435,0.3434663,0.05039249
C03,C03_060419_091019,Bobcat,6/7/2019 14:33,6/7/19,N,14:33:29,0,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0139.JPG,Bobcat,TRUE,14H 33M 29S,14.55806,0.6065856,3.81129,3.431879
C03,C03_060419_091019,Bobcat,6/11/2019 9:01,6/11/19,N,9:01:58,325704,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0193.JPG,Bobcat,TRUE,9H 1M 58S,9.032778,0.3763657,2.364776,2.260492
C03,C03_060419_091019,Bobcat,6/11/2019 18:29,6/11/19,N,18:29:06,34022,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0205.JPG,Bobcat,TRUE,18H 29M 6S,18.485,0.7702083,4.839362,4.258382
C03,C03_060419_091019,Bobcat,6/18/2019 16:26,6/18/19,N,16:26:33,597441,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0343.JPG,Bobcat,TRUE,16H 26M 33S,16.4425,0.6851042,4.304636,3.819716
C03,C03_060419_091019,Bobcat,7/3/2019 10:53,7/3/19,N,10:53:01,1275981,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0220.JPG,Bobcat,TRUE,10H 53M 1S,10.88361,0.4534838,2.849323,2.63537
C03,C03_060419_091019,Bobcat,7/21/2019 20:56,7/21/19,N,20:56:10,1591387,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_0479.JPG,Bobcat,TRUE,20H 56M 10S,20.93611,0.872338,5.481061,4.837503
C03,C03_060419_091019,Bobcat,9/3/2019 10:26,9/3/19,N,10:26:15,3763804,Reviewed Phase 3/C03_060419_091019/Bobcat,IMG_1384.JPG,Bobcat,TRUE,10H 26M 15S,10.4375,0.4348958,2.732531,2.474095
C03,C03_091019_121719,Bobcat,9/17/2019 10:01,9/17/19,N,10:01:21,0,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0133.JPG,Bobcat,TRUE,10H 1M 21S,10.0225,0.4176042,2.623884,2.357918
C03,C03_091019_121719,Bobcat,9/19/2019 14:35,9/19/19,N,14:35:24,189235,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0136 copy.JPG,Bobcat,TRUE,14H 35M 24S,14.59,0.6079167,3.819653,3.523528
C03,C03_091019_121719,Bobcat,9/27/2019 11:02,9/27/19,N,11:02:00,678387,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0388.JPG,Bobcat,TRUE,10H 2M 0S,10.03333,0.4180556,2.626721,2.348589
C03,C03_091019_121719,Bobcat,10/6/2019 8:31,10/6/19,N,8:31:40,768578,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0610.JPG,Bobcat,TRUE,8H 31M 40S,8.527778,0.3553241,2.232567,1.927078
C03,C03_091019_121719,Bobcat,11/11/2019 4:34,11/11/19,N,4:34:21,3096159,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0634.JPG,Bobcat,FALSE,4H 34M 21S,4.5725,0.1905208,1.197078,1.05443
C03,C03_091019_121719,Bobcat,11/11/2019 5:40,11/11/19,N,5:40:33,3971,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0637.JPG,Bobcat,FALSE,5H 40M 33S,5.675833,0.2364931,1.48593,1.305289
C03,C03_091019_121719,Bobcat,11/28/2019 4:07,11/28/19,N,4:07:48,1463233,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0925.JPG,Bobcat,FALSE,4H 7M 48S,4.13,0.1720833,1.081231,0.9069236
C03,C03_091019_121719,Bobcat,11/29/2019 0:00,11/29/19,N,0:00:45,71575,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_0937.JPG,Bobcat,FALSE,45S,0.0125,0.000520833,0.003272492,0.000896902
C03,C03_091019_121719,Bobcat,12/15/2019 14:39,12/15/19,N,14:39:58,1435151,Reviewed Phase 3/C03_091019_121719/Bobcat,IMG_1057.JPG,Bobcat,FALSE,14H 39M 58S,14.66611,0.611088,3.839579,3.986682
C03,C03_112818_032819,Bobcat,12/4/2018 16:38,12/4/18,N,16:38:16,0,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0070.JPG,Bobcat,FALSE,16H 38M 16S,16.63778,0.6932407,4.35576,4.64877
C03,C03_112818_032819,Bobcat,12/19/2018 12:54,12/19/18,N,12:54:58,1282593,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0175.JPG,Bobcat,FALSE,12H 54M 58S,12.91611,0.5381713,3.38143,3.393752
C03,C03_112818_032819,Bobcat,1/3/2019 13:15,1/3/19,N,13:15:42,1297170,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0325.JPG,Bobcat,FALSE,13H 15M 42S,13.26167,0.5525694,3.471896,3.465007
C03,C03_112818_032819,Bobcat,1/14/2019 7:12,1/14/19,N,7:12:33,928605,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0352.JPG,Bobcat,FALSE,7H 12M 33S,7.209167,0.3003819,1.887355,1.50675
C03,C03_112818_032819,Bobcat,1/21/2019 5:05,1/21/19,N,5:05:12,597157,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0361.JPG,Bobcat,FALSE,5H 5M 12S,5.086667,0.2119444,1.331686,1.044686
C03,C03_112818_032819,Bobcat,1/22/2019 14:02,1/22/19,N,14:02:43,118142,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0370.JPG,Bobcat,FALSE,14H 2M 43S,14.04528,0.5852199,3.677045,3.661825
C03,C03_112818_032819,Bobcat,1/22/2019 22:41,1/22/19,N,22:41:00,31090,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0382.JPG,Bobcat,FALSE,21H 41M 0S,21.68333,0.9034722,5.676683,5.676421
C03,C03_112818_032819,Bobcat,1/23/2019 5:19,1/23/19,N,5:19:23,23898,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0389.JPG,Bobcat,FALSE,5H 19M 23S,5.323056,0.221794,1.393573,1.099836
C03,C03_112818_032819,Bobcat,1/23/2019 6:22,1/23/19,N,6:22:56,3809,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0400.JPG,Bobcat,FALSE,6H 22M 56S,6.382222,0.2659259,1.670862,1.336749
C03,C03_112818_032819,Bobcat,1/23/2019 15:45,1/23/19,N,15:45:46,33749,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0412.JPG,Bobcat,FALSE,15H 45M 46S,15.76278,0.6567824,4.126686,4.200924
C03,C03_112818_032819,Bobcat,1/25/2019 19:11,1/25/19,N,19:11:39,185146,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0431.JPG,Bobcat,FALSE,19H 11M 39S,19.19417,0.7997569,5.025021,5.110553
C03,C03_112818_032819,Bobcat,2/10/2019 22:30,2/10/19,N,22:30:15,1394310,Reviewed Phase 3/C03_112818_032819/Bobcat,IMG_0526.JPG,Bobcat,FALSE,22H 30M 15S,22.50417,0.9376736,5.891577,5.828812
C11,C11_031419_062119,Bobcat,3/21/2019 19:01,3/21/19,Y,19:01:33,0,Reviewed Phase 3/C11_031419_062119/Bobcat,IMG_0016.JPG,Bobcat,TRUE,19H 1M 33S,19.02583,0.7927431,4.980952,4.610859
C11,C11_031419_062119,Bobcat,3/24/2019 22:54,3/24/19,Y,22:54:42,273187,Reviewed Phase 3/C11_031419_062119/Bobcat,IMG_0040.JPG,Bobcat,TRUE,22H 54M 42S,22.91167,0.9546528,5.99826,5.637561
C11,C11_031419_062119,Bobcat,4/21/2019 20:07,4/21/19,Y,20:07:09,2409112,Reviewed Phase 3/C11_031419_062119/Bobcat,IMG_3307.JPG,Bobcat,TRUE,20H 7M 9S,20.11917,0.8382986,5.267186,4.771364
C11,C11_092019_121019,Bobcat,10/4/2019 16:52,10/4/19,N,16:52:08,0,Reviewed Phase 3/C11_092019_121019/Bobcat,IMG_0100.JPG,Bobcat,TRUE,16H 52M 8S,16.86889,0.7028704,4.416265,4.181027
C11,C11_092019_121019,Bobcat,10/22/2019 21:20,10/22/19,N,21:20:09,1571279,Reviewed Phase 3/C11_092019_121019/Bobcat,IMG_0238.JPG,Bobcat,TRUE,21H 20M 9S,21.33583,0.8889931,5.585708,5.417195
C15,C15_032619_070219,Bobcat,3/31/2019 14:13,3/31/19,N,14:13:58,0,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0028.JPG,Bobcat,TRUE,14H 13M 58S,14.23278,0.5930324,3.726133,3.379188
C15,C15_032619_070219,Bobcat,3/31/2019 14:58,3/31/19,N,14:58:57,2697,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0031.JPG,Bobcat,TRUE,14H 58M 57S,14.9825,0.6242708,3.922409,3.566049
C15,C15_032619_070219,Bobcat,3/31/2019 15:34,3/31/19,N,15:34:27,2128,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0034.JPG,Bobcat,TRUE,15H 34M 27S,15.57417,0.6489236,4.077307,3.713517
C15,C15_032619_070219,Bobcat,3/31/2019 16:46,3/31/19,N,16:46:33,4324,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0037.JPG,Bobcat,TRUE,16H 46M 33S,16.77583,0.6989931,4.391903,4.013021
C15,C15_032619_070219,Bobcat,3/31/2019 17:24,3/31/19,N,17:24:20,2264,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0040.JPG,Bobcat,TRUE,17H 24M 20S,17.40556,0.7252315,4.556764,4.169973
C15,C15_032619_070219,Bobcat,3/31/2019 22:29,3/31/19,N,22:29:24,18302,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0043.JPG,Bobcat,TRUE,22H 29M 24S,22.49,0.9370833,5.887868,5.514145
C15,C15_032619_070219,Bobcat,4/10/2019 10:21,4/10/19,N,10:21:45,820340,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0046.JPG,Bobcat,TRUE,10H 21M 45S,10.3625,0.4317708,2.712896,2.449282
C15,C15_032619_070219,Bobcat,4/13/2019 19:58,4/13/19,N,19:58:43,293816,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0061.JPG,Bobcat,TRUE,19H 58M 43S,19.97861,0.8324421,5.230388,4.766478
C15,C15_032619_070219,Bobcat,4/14/2019 11:26,4/14/19,N,11:26:49,55684,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0064.JPG,Bobcat,TRUE,11H 26M 49S,11.44694,0.476956,2.996803,2.720314
C15,C15_032619_070219,Bobcat,4/14/2019 13:44,4/14/19,N,13:44:34,8260,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0070.JPG,Bobcat,TRUE,13H 44M 34S,13.74278,0.5726157,3.597851,3.267317
C15,C15_032619_070219,Bobcat,4/15/2019 10:22,4/15/19,N,10:22:34,74274,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0076.JPG,Bobcat,TRUE,10H 22M 34S,10.37611,0.432338,2.71646,2.468208
C15,C15_032619_070219,Bobcat,4/16/2019 17:38,4/16/19,N,17:38:47,112568,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0091.JPG,Bobcat,TRUE,17H 38M 47S,17.64639,0.7352662,4.619814,4.192854
C15,C15_032619_070219,Bobcat,4/19/2019 10:24,4/19/19,N,10:24:15,233124,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0115.JPG,Bobcat,TRUE,10H 24M 15S,10.40417,0.4335069,2.723804,2.486402
C15,C15_032619_070219,Bobcat,5/13/2019 0:04,5/13/19,N,0:04:59,2036442,Reviewed Phase 3/C15_032619_070219/Bobcat,IMG_0241.JPG,Bobcat,TRUE,4M 59S,0.08305556,0.003460648,0.02174389,5.939752
C15,C15_121818_032619,Bobcat,12/23/2018 19:19,12/23/18,Y,19:19:05,0,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_0034.JPG,Bobcat,FALSE,19H 19M 5S,19.31806,0.804919,5.057455,5.232084
C15,C15_121818_032619,Bobcat,12/25/2018 18:56,12/25/18,Y,18:56:02,171415,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_0037.JPG,Bobcat,FALSE,18H 56M 2S,18.93389,0.788912,4.956881,5.145164
C15,C15_121818_032619,Bobcat,1/18/2019 13:35,1/18/19,Y,13:35:15,2054351,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4076.JPG,Bobcat,FALSE,13H 35M 15S,13.5875,0.5661458,3.557199,3.527457
C15,C15_121818_032619,Bobcat,1/22/2019 15:56,1/22/19,Y,15:56:47,354091,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4078.JPG,Bobcat,FALSE,15H 56M 47S,15.94639,0.6644329,4.174755,4.263546
C15,C15_121818_032619,Bobcat,1/24/2019 9:44,1/24/19,Y,9:44:17,150444,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4084.JPG,Bobcat,FALSE,9H 44M 17S,9.738056,0.4057523,2.549417,2.300825
C15,C15_121818_032619,Bobcat,1/25/2019 17:52,1/25/19,Y,17:52:51,115712,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4087.JPG,Bobcat,FALSE,17H 52M 51S,17.88083,0.7450347,4.681191,4.815523
C15,C15_121818_032619,Bobcat,1/30/2019 11:36,1/30/19,Y,11:36:40,408957,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4102.JPG,Bobcat,FALSE,11H 36M 40S,11.61111,0.4837963,3.039782,2.888585
C15,C15_121818_032619,Bobcat,2/18/2019 8:48,2/18/19,Y,8:48:48,1631522,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4171.JPG,Bobcat,FALSE,8H 48M 48S,8.813333,0.3672222,2.307325,2.094036
C15,C15_121818_032619,Bobcat,2/21/2019 6:09,2/21/19,Y,6:09:29,249639,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_4174.JPG,Bobcat,FALSE,6H 9M 29S,6.158056,0.2565856,1.612175,1.382897
C15,C15_121818_032619,Bobcat,3/10/2019 19:58,3/10/19,Y,19:58:57,1518566,Reviewed Phase 3/C15_121818_032619/Bobcat,IMG_5329.JPG,Bobcat,FALSE,19H 58M 57S,19.9825,0.8326042,5.231406,5.158711
C17,C17_091619_121819,Bobcat,12/15/2019 16:22,12/15/19,N,16:22:10,0,Reviewed Phase 3/C17_091619_121819/Bobcat,IMG_0703.JPG,Bobcat,FALSE,16H 22M 10S,16.36944,0.6820602,4.285511,4.552957
C17,C17_121818_032619,Bobcat,2/10/2019 7:58,2/10/19,N,7:58:52,0,Reviewed Phase 3/C17_121818_032619/Bobcat,IMG_0298.JPG,Bobcat,FALSE,7H 58M 52S,7.981111,0.3325463,2.08945,1.814285
C17,C17_121818_032619,Bobcat,3/9/2019 6:56,3/9/19,N,6:56:15,2329042,Reviewed Phase 3/C17_121818_032619/Bobcat,IMG_0622.JPG,Bobcat,FALSE,6H 56M 15S,6.9375,0.2890625,1.816233,1.674912
D04,D04_121718_032819,Bobcat,1/27/2019 15:53,1/27/19,N,15:53:09,0,Reviewed Phase 3/D04_121718_032819/Bobcat,IMG_0136.JPG,Bobcat,FALSE,15H 53M 9S,15.88583,0.6619097,4.158901,4.221579
D06,D06_032919_062619,Bobcat,4/9/2019 17:18,4/9/19,N,17:18:12,0,Reviewed Phase 3/D06_032919_062619/Bobcat,IMG_0088.JPG,Bobcat,TRUE,17H 18M 12S,17.30333,0.7209722,4.530002,4.125802
D06,D06_121918_032919,Bobcat,12/27/2018 13:26,12/27/18,N,13:26:43,0,Reviewed Phase 3/D06_121918_032919/Bobcat,IMG_0037.JPG,Bobcat,FALSE,13H 26M 43S,13.44528,0.5602199,3.519965,3.547094
D10,D10_062119_092319,Bobcat,6/25/2019 10:00,6/25/19,N,10:00:55,0,Reviewed Phase 3/D10_062119_092319/Bobcat,IMG_0061.JPG,Bobcat,TRUE,10H 0M 55S,10.01528,0.4173032,2.621994,2.45977
D10,D10_121318_031419,Bobcat,1/25/2019 9:31,1/25/19,N,9:31:04,0,Reviewed Phase 3/D10_121318_031419/Bobcat,IMG_0274.JPG,Bobcat,FALSE,9H 31M 4S,9.517778,0.3965741,2.491748,2.233037
D12,D12_031419_062119,Bobcat,3/17/2019 18:41,3/17/19,N,18:41:00,0,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0038.JPG,Bobcat,TRUE,17H 41M 0S,17.68333,0.7368056,4.629486,4.275434
D12,D12_031419_062119,Bobcat,3/18/2019 16:12,3/18/19,N,16:12:56,77506,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0046.JPG,Bobcat,TRUE,16H 12M 56S,16.21556,0.6756481,4.245223,3.890074
D12,D12_031419_062119,Bobcat,3/18/2019 16:42,3/18/19,N,16:42:13,1746,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0055.JPG,Bobcat,TRUE,16H 42M 13S,16.70361,0.6959838,4.372995,4.017294
D12,D12_031419_062119,Bobcat,3/21/2019 4:55,3/21/19,N,4:55:53,216818,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0091.JPG,Bobcat,TRUE,4H 55M 53S,4.931389,0.2054745,1.291035,0.9573419
D12,D12_031419_062119,Bobcat,3/24/2019 6:20,3/24/19,N,6:20:22,264267,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0094.JPG,Bobcat,TRUE,6H 20M 22S,6.339444,0.2641435,1.659663,1.350156
D12,D12_031419_062119,Bobcat,3/24/2019 10:39,3/24/19,N,10:39:54,15570,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0097.JPG,Bobcat,TRUE,10H 39M 54S,10.665,0.444375,2.79209,2.465299
D12,D12_031419_062119,Bobcat,3/26/2019 3:47,3/26/19,N,3:47:39,148056,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0112.JPG,Bobcat,TRUE,3H 47M 39S,3.794167,0.1580903,0.9933105,0.6738587
D12,D12_031419_062119,Bobcat,3/26/2019 12:51,3/26/19,N,12:51:32,32632,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0118.JPG,Bobcat,TRUE,12H 51M 32S,12.85889,0.535787,3.366449,3.028634
D12,D12_031419_062119,Bobcat,4/1/2019 19:25,4/1/19,N,19:25:22,542022,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0157.JPG,Bobcat,TRUE,19H 25M 22S,19.42278,0.8092824,5.084871,4.668868
D12,D12_031419_062119,Bobcat,4/4/2019 18:11,4/4/19,N,18:11:27,254761,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0166.JPG,Bobcat,TRUE,18H 11M 27S,18.19083,0.7579514,4.762349,4.354383
D12,D12_031419_062119,Bobcat,4/4/2019 19:19,4/4/19,N,19:19:46,3987,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0178.JPG,Bobcat,TRUE,19H 19M 46S,19.32944,0.8053935,5.060437,4.634435
D12,D12_031419_062119,Bobcat,4/8/2019 20:42,4/8/19,N,20:42:57,350588,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0187.JPG,Bobcat,TRUE,20H 42M 57S,20.71583,0.8631597,5.423392,4.99782
D12,D12_031419_062119,Bobcat,4/9/2019 19:07,4/9/19,N,19:07:13,80655,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0190.JPG,Bobcat,TRUE,19H 7M 13S,19.12028,0.7966782,5.005677,4.565535
D12,D12_031419_062119,Bobcat,4/14/2019 19:32,4/14/19,N,19:32:02,433487,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0196.JPG,Bobcat,TRUE,19H 32M 2S,19.53389,0.813912,5.11396,4.647103
D12,D12_031419_062119,Bobcat,4/15/2019 18:56,4/15/19,N,18:56:40,83899,Reviewed Phase 3/D12_031419_062119/Bobcat,IMG_0202.JPG,Bobcat,TRUE,18H 56M 40S,18.94444,0.7893519,4.959644,4.503446
D12,D12_062119_092019,Bobcat,6/26/2019 21:51,6/26/19,N,21:51:06,0,Reviewed Phase 3/D12_062119_092019/Bobcat,IMG_0016.JPG,Bobcat,TRUE,21H 51M 6S,21.85167,0.9104861,5.720753,5.109531
D12,D12_062119_092019,Bobcat,7/23/2019 4:21,7/23/19,Y,4:21:44,2269837,Reviewed Phase 3/D12_062119_092019/Bobcat,IMG_0031.JPG,Bobcat,TRUE,4H 21M 44S,4.362222,0.1817593,1.142027,1.00367
